SC,SN,EC,SM,SG,TK,LS,CD,NS,TS
NATGAS,NATURALGAS,MCX,NATGAS~O:24-Jul-2023:CE:25000,COMMODITY,256510,1250,OPT-NATGAS-24-Jul-2023-250-CE,NATURALGAS,5.0
NATGAS,NATURALGAS,MCX,NATGAS~O:24-Jul-2023:PE:25000,COMMODITY,256511,1250,OPT-NATGAS-24-Jul-2023-250-PE,NATURALGAS,5.0
NATGAS,NATURALGAS,MCX,NATGAS~O:24-Jul-2023:CE:25500,COMMODITY,256512,1250,OPT-NATGAS-24-Jul-2023-255-CE,NATURALGAS,5.0
NATGAS,NATURALGAS,MCX,NATGAS~O:24-Jul-2023:CE:26000,COMMODITY,256514,1250,OPT-NATGAS-24-Jul-2023-260-CE,NATURALGAS,5.0
NATGAS,NATURALGAS,MCX,NATGAS~O:24-Jul-2023:CE:26500,COMMODITY,256516,1250,OPT-NATGAS-24-Jul-2023-265-CE,NATURALGAS,5.0
NATGAS,NATURALGAS,MCX,NATGAS~O:24-Jul-2023:CE:27000,COMMODITY,256518,1250,OPT-NATGAS-24-Jul-2023-270-CE,NATURALGAS,5.0
NATGAS,NATURALGAS,MCX,NATGAS~O:24-Jul-2023:CE:27500,COMMODITY,256520,1250,OPT-NATGAS-24-Jul-2023-275-CE,NATURALGAS,5.0
NATGAS,NATURALGAS,MCX,NATGAS~O:24-Jul-2023:CE:28000,COMMODITY,256522,1250,OPT-NATGAS-24-Jul-2023-280-CE,NATURALGAS,5.0
NATGAS,NATURALGAS,MCX,NATGAS~O:24-Jul-2023:CE:29000,COMMODITY,256526,1250,OPT-NATGAS-24-Jul-2023-290-CE,NATURALGAS,5.0
NATGAS,NATURALGAS,MCX,NATGAS~O:24-Jul-2023:CE:30000,COMMODITY,256530,1250,OPT-NATGAS-24-Jul-2023-300-CE,NATURALGAS,5.0
NATGAS,NATURALGAS,MCX,NATGAS~O:24-Jul-2023:CE:31000,COMMODITY,258266,1250,OPT-NATGAS-24-Jul-2023-310-CE,NATURALGAS,5.0
NATMIN,NMDC LIMITED,NFO,NATMIN~O:27-Jul-2023:CE:10000,DERIVATIVE,127133,4500,OPT-NATMIN-27-Jul-2023-100-CE,NMDC,5.0
NATMIN,NMDC LIMITED,NFO,NATMIN~O:27-Jul-2023:PE:10000,DERIVATIVE,127134,4500,OPT-NATMIN-27-Jul-2023-100-PE,NMDC,5.0
NATMIN,NMDC LIMITED,NFO,NATMIN~O:27-Jul-2023:PE:10100,DERIVATIVE,127136,4500,OPT-NATMIN-27-Jul-2023-101-PE,NMDC,5.0
NATMIN,NMDC LIMITED,NFO,NATMIN~O:27-Jul-2023:CE:10200,DERIVATIVE,127137,4500,OPT-NATMIN-27-Jul-2023-102-CE,NMDC,5.0
NATMIN,NMDC LIMITED,NFO,NATMIN~O:27-Jul-2023:PE:10200,DERIVATIVE,127138,4500,OPT-NATMIN-27-Jul-2023-102-PE,NMDC,5.0
NATMIN,NMDC LIMITED,NFO,NATMIN~O:27-Jul-2023:PE:10300,DERIVATIVE,127144,4500,OPT-NATMIN-27-Jul-2023-103-PE,NMDC,5.0
NATMIN,NMDC LIMITED,NFO,NATMIN~O:27-Jul-2023:CE:10400,DERIVATIVE,127145,4500,OPT-NATMIN-27-Jul-2023-104-CE,NMDC,5.0
NATMIN,NMDC LIMITED,NFO,NATMIN~O:27-Jul-2023:PE:10400,DERIVATIVE,127146,4500,OPT-NATMIN-27-Jul-2023-104-PE,NMDC,5.0
NATMIN,NMDC LIMITED,NFO,NATMIN~O:27-Jul-2023:CE:10500,DERIVATIVE,127147,4500,OPT-NATMIN-27-Jul-2023-105-CE,NMDC,5.0
NATMIN,NMDC LIMITED,NFO,NATMIN~O:27-Jul-2023:PE:10500,DERIVATIVE,127148,4500,OPT-NATMIN-27-Jul-2023-105-PE,NMDC,5.0
NATMIN,NMDC LIMITED,NFO,NATMIN~O:27-Jul-2023:CE:10600,DERIVATIVE,127149,4500,OPT-NATMIN-27-Jul-2023-106-CE,NMDC,5.0
NATMIN,NMDC LIMITED,NFO,NATMIN~O:27-Jul-2023:PE:10600,DERIVATIVE,127150,4500,OPT-NATMIN-27-Jul-2023-106-PE,NMDC,5.0
NATMIN,NMDC LIMITED,NFO,NATMIN~O:27-Jul-2023:CE:10700,DERIVATIVE,127151,4500,OPT-NATMIN-27-Jul-2023-107-CE,NMDC,5.0
NATMIN,NMDC LIMITED,NFO,NATMIN~O:27-Jul-2023:PE:10700,DERIVATIVE,127152,4500,OPT-NATMIN-27-Jul-2023-107-PE,NMDC,5.0
NATMIN,NMDC LIMITED,NFO,NATMIN~O:27-Jul-2023:CE:10800,DERIVATIVE,127153,4500,OPT-NATMIN-27-Jul-2023-108-CE,NMDC,5.0
NATMIN,NMDC LIMITED,NFO,NATMIN~O:27-Jul-2023:PE:10800,DERIVATIVE,127154,4500,OPT-NATMIN-27-Jul-2023-108-PE,NMDC,5.0
NATMIN,NMDC LIMITED,NFO,NATMIN~O:27-Jul-2023:CE:10900,DERIVATIVE,127155,4500,OPT-NATMIN-27-Jul-2023-109-CE,NMDC,5.0
NATMIN,NMDC LIMITED,NFO,NATMIN~O:27-Jul-2023:PE:10900,DERIVATIVE,127156,4500,OPT-NATMIN-27-Jul-2023-109-PE,NMDC,5.0
NATMIN,NMDC LIMITED,NFO,NATMIN~O:27-Jul-2023:CE:11000,DERIVATIVE,127157,4500,OPT-NATMIN-27-Jul-2023-110-CE,NMDC,5.0
NATMIN,NMDC LIMITED,NFO,NATMIN~O:27-Jul-2023:PE:11000,DERIVATIVE,127158,4500,OPT-NATMIN-27-Jul-2023-110-PE,NMDC,5.0
NATMIN,NMDC LIMITED,NFO,NATMIN~O:27-Jul-2023:CE:11100,DERIVATIVE,127159,4500,OPT-NATMIN-27-Jul-2023-111-CE,NMDC,5.0
NATMIN,NMDC LIMITED,NFO,NATMIN~O:27-Jul-2023:CE:11200,DERIVATIVE,127161,4500,OPT-NATMIN-27-Jul-2023-112-CE,NMDC,5.0
NATMIN,NMDC LIMITED,NFO,NATMIN~O:27-Jul-2023:PE:11200,DERIVATIVE,127170,4500,OPT-NATMIN-27-Jul-2023-112-PE,NMDC,5.0
NATMIN,NMDC LIMITED,NFO,NATMIN~O:27-Jul-2023:CE:11300,DERIVATIVE,127171,4500,OPT-NATMIN-27-Jul-2023-113-CE,NMDC,5.0
NATMIN,NMDC LIMITED,NFO,NATMIN~O:27-Jul-2023:CE:11400,DERIVATIVE,127173,4500,OPT-NATMIN-27-Jul-2023-114-CE,NMDC,5.0
NATMIN,NMDC LIMITED,NFO,NATMIN~O:27-Jul-2023:CE:11500,DERIVATIVE,127175,4500,OPT-NATMIN-27-Jul-2023-115-CE,NMDC,5.0
NATMIN,NMDC LIMITED,NFO,NATMIN~O:27-Jul-2023:PE:11500,DERIVATIVE,127176,4500,OPT-NATMIN-27-Jul-2023-115-PE,NMDC,5.0
NATMIN,NMDC LIMITED,NFO,NATMIN~O:27-Jul-2023:CE:11600,DERIVATIVE,127177,4500,OPT-NATMIN-27-Jul-2023-116-CE,NMDC,5.0
NATMIN,NMDC LIMITED,NFO,NATMIN~O:27-Jul-2023:CE:11700,DERIVATIVE,127179,4500,OPT-NATMIN-27-Jul-2023-117-CE,NMDC,5.0
NATMIN,NMDC LIMITED,NFO,NATMIN~O:27-Jul-2023:CE:11800,DERIVATIVE,127181,4500,OPT-NATMIN-27-Jul-2023-118-CE,NMDC,5.0
NATMIN,NMDC LIMITED,NFO,NATMIN~O:27-Jul-2023:CE:11900,DERIVATIVE,127183,4500,OPT-NATMIN-27-Jul-2023-119-CE,NMDC,5.0
NATMIN,NMDC LIMITED,NFO,NATMIN~O:27-Jul-2023:CE:12000,DERIVATIVE,127185,4500,OPT-NATMIN-27-Jul-2023-120-CE,NMDC,5.0
NATMIN,NMDC LIMITED,NFO,NATMIN~O:27-Jul-2023:PE:12000,DERIVATIVE,127186,4500,OPT-NATMIN-27-Jul-2023-120-PE,NMDC,5.0
NATMIN,NMDC LIMITED,NFO,NATMIN~O:27-Jul-2023:CE:12100,DERIVATIVE,127187,4500,OPT-NATMIN-27-Jul-2023-121-CE,NMDC,5.0
NATMIN,NMDC LIMITED,NFO,NATMIN~O:27-Jul-2023:CE:12200,DERIVATIVE,127189,4500,OPT-NATMIN-27-Jul-2023-122-CE,NMDC,5.0
NATMIN,NMDC LIMITED,NFO,NATMIN~O:27-Jul-2023:CE:12300,DERIVATIVE,127191,4500,OPT-NATMIN-27-Jul-2023-123-CE,NMDC,5.0
NATMIN,NMDC LIMITED,NFO,NATMIN~O:27-Jul-2023:CE:12400,DERIVATIVE,127193,4500,OPT-NATMIN-27-Jul-2023-124-CE,NMDC,5.0
NATMIN,NMDC LIMITED,NFO,NATMIN~O:27-Jul-2023:CE:12500,DERIVATIVE,127195,4500,OPT-NATMIN-27-Jul-2023-125-CE,NMDC,5.0
NATMIN,NMDC LIMITED,NFO,NATMIN~O:27-Jul-2023:CE:9500,DERIVATIVE,127123,4500,OPT-NATMIN-27-Jul-2023-95-CE,NMDC,5.0
NATMIN,NMDC LIMITED,NFO,NATMIN~O:27-Jul-2023:PE:9500,DERIVATIVE,127124,4500,OPT-NATMIN-27-Jul-2023-95-PE,NMDC,5.0
NATMIN,NMDC LIMITED,NFO,NATMIN~O:27-Jul-2023:PE:9600,DERIVATIVE,127126,4500,OPT-NATMIN-27-Jul-2023-96-PE,NMDC,5.0
NATMIN,NMDC LIMITED,NFO,NATMIN~O:27-Jul-2023:PE:9800,DERIVATIVE,127130,4500,OPT-NATMIN-27-Jul-2023-98-PE,NMDC,5.0
NATMIN,NMDC LIMITED,NFO,NATMIN~O:27-Jul-2023:PE:9900,DERIVATIVE,127132,4500,OPT-NATMIN-27-Jul-2023-99-PE,NMDC,5.0
NATMIN,NMDC LIMITED,NFO,NATMIN~O:31-Aug-2023:PE:10000,DERIVATIVE,137349,4500,OPT-NATMIN-31-Aug-2023-100-PE,NMDC,5.0
NATMIN,NMDC LIMITED,NFO,NATMIN~O:31-Aug-2023:CE:10500,DERIVATIVE,137358,4500,OPT-NATMIN-31-Aug-2023-105-CE,NMDC,5.0
NATMIN,NMDC LIMITED,NFO,NATMIN~O:31-Aug-2023:PE:10500,DERIVATIVE,137359,4500,OPT-NATMIN-31-Aug-2023-105-PE,NMDC,5.0
NATMIN,NMDC LIMITED,NFO,NATMIN~O:31-Aug-2023:CE:11000,DERIVATIVE,137368,4500,OPT-NATMIN-31-Aug-2023-110-CE,NMDC,5.0
NATMIN,NMDC LIMITED,NFO,NATMIN~O:31-Aug-2023:CE:11500,DERIVATIVE,137378,4500,OPT-NATMIN-31-Aug-2023-115-CE,NMDC,5.0
NATMIN,NMDC LIMITED,NFO,NATMIN~O:31-Aug-2023:CE:12000,DERIVATIVE,137388,4500,OPT-NATMIN-31-Aug-2023-120-CE,NMDC,5.0
NAVFLU,NAVIN FLUORINE INTERNATIONAL L,NFO,NAVFLU~O:27-Jul-2023:PE:400000,DERIVATIVE,126644,150,OPT-NAVFLU-27-Jul-2023-4000-PE,NAVINFLUOR,5.0
NAVFLU,NAVIN FLUORINE INTERNATIONAL L,NFO,NAVFLU~O:27-Jul-2023:PE:420000,DERIVATIVE,126652,150,OPT-NAVFLU-27-Jul-2023-4200-PE,NAVINFLUOR,5.0
NAVFLU,NAVIN FLUORINE INTERNATIONAL L,NFO,NAVFLU~O:27-Jul-2023:PE:430000,DERIVATIVE,126656,150,OPT-NAVFLU-27-Jul-2023-4300-PE,NAVINFLUOR,5.0
NAVFLU,NAVIN FLUORINE INTERNATIONAL L,NFO,NAVFLU~O:27-Jul-2023:PE:440000,DERIVATIVE,126660,150,OPT-NAVFLU-27-Jul-2023-4400-PE,NAVINFLUOR,5.0
NAVFLU,NAVIN FLUORINE INTERNATIONAL L,NFO,NAVFLU~O:27-Jul-2023:CE:445000,DERIVATIVE,126661,150,OPT-NAVFLU-27-Jul-2023-4450-CE,NAVINFLUOR,5.0
NAVFLU,NAVIN FLUORINE INTERNATIONAL L,NFO,NAVFLU~O:27-Jul-2023:CE:450000,DERIVATIVE,126663,150,OPT-NAVFLU-27-Jul-2023-4500-CE,NAVINFLUOR,5.0
NAVFLU,NAVIN FLUORINE INTERNATIONAL L,NFO,NAVFLU~O:27-Jul-2023:PE:450000,DERIVATIVE,126664,150,OPT-NAVFLU-27-Jul-2023-4500-PE,NAVINFLUOR,5.0
NAVFLU,NAVIN FLUORINE INTERNATIONAL L,NFO,NAVFLU~O:27-Jul-2023:CE:455000,DERIVATIVE,126665,150,OPT-NAVFLU-27-Jul-2023-4550-CE,NAVINFLUOR,5.0
NAVFLU,NAVIN FLUORINE INTERNATIONAL L,NFO,NAVFLU~O:27-Jul-2023:CE:460000,DERIVATIVE,126667,150,OPT-NAVFLU-27-Jul-2023-4600-CE,NAVINFLUOR,5.0
NAVFLU,NAVIN FLUORINE INTERNATIONAL L,NFO,NAVFLU~O:27-Jul-2023:PE:460000,DERIVATIVE,126668,150,OPT-NAVFLU-27-Jul-2023-4600-PE,NAVINFLUOR,5.0
NAVFLU,NAVIN FLUORINE INTERNATIONAL L,NFO,NAVFLU~O:27-Jul-2023:CE:470000,DERIVATIVE,126671,150,OPT-NAVFLU-27-Jul-2023-4700-CE,NAVINFLUOR,5.0
NAVFLU,NAVIN FLUORINE INTERNATIONAL L,NFO,NAVFLU~O:27-Jul-2023:CE:480000,DERIVATIVE,126675,150,OPT-NAVFLU-27-Jul-2023-4800-CE,NAVINFLUOR,5.0
NAVFLU,NAVIN FLUORINE INTERNATIONAL L,NFO,NAVFLU~O:27-Jul-2023:CE:500000,DERIVATIVE,126683,150,OPT-NAVFLU-27-Jul-2023-5000-CE,NAVINFLUOR,5.0
NAVFLU,NAVIN FLUORINE INTERNATIONAL L,NFO,NAVFLU~O:27-Jul-2023:CE:510000,DERIVATIVE,126687,150,OPT-NAVFLU-27-Jul-2023-5100-CE,NAVINFLUOR,5.0
NAVFLU,NAVIN FLUORINE INTERNATIONAL L,NFO,NAVFLU~O:27-Jul-2023:CE:530000,DERIVATIVE,126695,150,OPT-NAVFLU-27-Jul-2023-5300-CE,NAVINFLUOR,5.0
NAVFLU,NAVIN FLUORINE INTERNATIONAL L,NFO,NAVFLU~O:31-Aug-2023:PE:450000,DERIVATIVE,136854,150,OPT-NAVFLU-31-Aug-2023-4500-PE,NAVINFLUOR,5.0
NESIND,NESTLE INDIA LIMITED,NFO,NESIND~O:27-Jul-2023:PE:2100000,DERIVATIVE,126906,40,OPT-NESIND-27-Jul-2023-21000-PE,NESTLEIND,5.0
NESIND,NESTLE INDIA LIMITED,NFO,NESIND~O:27-Jul-2023:PE:2160000,DERIVATIVE,126918,40,OPT-NESIND-27-Jul-2023-21600-PE,NESTLEIND,5.0
NESIND,NESTLE INDIA LIMITED,NFO,NESIND~O:27-Jul-2023:CE:2200000,DERIVATIVE,126925,40,OPT-NESIND-27-Jul-2023-22000-CE,NESTLEIND,5.0
NESIND,NESTLE INDIA LIMITED,NFO,NESIND~O:27-Jul-2023:PE:2200000,DERIVATIVE,126926,40,OPT-NESIND-27-Jul-2023-22000-PE,NESTLEIND,5.0
NESIND,NESTLE INDIA LIMITED,NFO,NESIND~O:27-Jul-2023:CE:2240000,DERIVATIVE,126933,40,OPT-NESIND-27-Jul-2023-22400-CE,NESTLEIND,5.0
NESIND,NESTLE INDIA LIMITED,NFO,NESIND~O:27-Jul-2023:CE:2250000,DERIVATIVE,126935,40,OPT-NESIND-27-Jul-2023-22500-CE,NESTLEIND,5.0
NESIND,NESTLE INDIA LIMITED,NFO,NESIND~O:27-Jul-2023:PE:2250000,DERIVATIVE,126936,40,OPT-NESIND-27-Jul-2023-22500-PE,NESTLEIND,5.0
NESIND,NESTLE INDIA LIMITED,NFO,NESIND~O:27-Jul-2023:CE:2260000,DERIVATIVE,126937,40,OPT-NESIND-27-Jul-2023-22600-CE,NESTLEIND,5.0
NESIND,NESTLE INDIA LIMITED,NFO,NESIND~O:27-Jul-2023:PE:2260000,DERIVATIVE,126938,40,OPT-NESIND-27-Jul-2023-22600-PE,NESTLEIND,5.0
NESIND,NESTLE INDIA LIMITED,NFO,NESIND~O:27-Jul-2023:CE:2270000,DERIVATIVE,126939,40,OPT-NESIND-27-Jul-2023-22700-CE,NESTLEIND,5.0
NESIND,NESTLE INDIA LIMITED,NFO,NESIND~O:27-Jul-2023:PE:2270000,DERIVATIVE,126940,40,OPT-NESIND-27-Jul-2023-22700-PE,NESTLEIND,5.0
NESIND,NESTLE INDIA LIMITED,NFO,NESIND~O:27-Jul-2023:CE:2280000,DERIVATIVE,126941,40,OPT-NESIND-27-Jul-2023-22800-CE,NESTLEIND,5.0
NESIND,NESTLE INDIA LIMITED,NFO,NESIND~O:27-Jul-2023:PE:2280000,DERIVATIVE,126942,40,OPT-NESIND-27-Jul-2023-22800-PE,NESTLEIND,5.0
NESIND,NESTLE INDIA LIMITED,NFO,NESIND~O:27-Jul-2023:CE:2290000,DERIVATIVE,126943,40,OPT-NESIND-27-Jul-2023-22900-CE,NESTLEIND,5.0
NESIND,NESTLE INDIA LIMITED,NFO,NESIND~O:27-Jul-2023:CE:2300000,DERIVATIVE,126945,40,OPT-NESIND-27-Jul-2023-23000-CE,NESTLEIND,5.0
NESIND,NESTLE INDIA LIMITED,NFO,NESIND~O:27-Jul-2023:PE:2300000,DERIVATIVE,126946,40,OPT-NESIND-27-Jul-2023-23000-PE,NESTLEIND,5.0
NESIND,NESTLE INDIA LIMITED,NFO,NESIND~O:27-Jul-2023:CE:2350000,DERIVATIVE,126955,40,OPT-NESIND-27-Jul-2023-23500-CE,NESTLEIND,5.0
NESIND,NESTLE INDIA LIMITED,NFO,NESIND~O:27-Jul-2023:CE:2400000,DERIVATIVE,126965,40,OPT-NESIND-27-Jul-2023-24000-CE,NESTLEIND,5.0
NESIND,NESTLE INDIA LIMITED,NFO,NESIND~O:27-Jul-2023:CE:2430000,DERIVATIVE,126971,40,OPT-NESIND-27-Jul-2023-24300-CE,NESTLEIND,5.0
NESIND,NESTLE INDIA LIMITED,NFO,NESIND~O:27-Jul-2023:CE:2470000,DERIVATIVE,126979,40,OPT-NESIND-27-Jul-2023-24700-CE,NESTLEIND,5.0
NESIND,NESTLE INDIA LIMITED,NFO,NESIND~O:27-Jul-2023:CE:2500000,DERIVATIVE,126985,40,OPT-NESIND-27-Jul-2023-25000-CE,NESTLEIND,5.0
NIITEC,COFORGE LIMITED,NFO,NIITEC~O:27-Jul-2023:PE:410000,DERIVATIVE,70548,150,OPT-NIITEC-27-Jul-2023-4100-PE,COFORGE,5.0
NIITEC,COFORGE LIMITED,NFO,NIITEC~O:27-Jul-2023:PE:420000,DERIVATIVE,70552,150,OPT-NIITEC-27-Jul-2023-4200-PE,COFORGE,5.0
NIITEC,COFORGE LIMITED,NFO,NIITEC~O:27-Jul-2023:PE:430000,DERIVATIVE,70564,150,OPT-NIITEC-27-Jul-2023-4300-PE,COFORGE,5.0
NIITEC,COFORGE LIMITED,NFO,NIITEC~O:27-Jul-2023:PE:440000,DERIVATIVE,70578,150,OPT-NIITEC-27-Jul-2023-4400-PE,COFORGE,5.0
NIITEC,COFORGE LIMITED,NFO,NIITEC~O:27-Jul-2023:CE:450000,DERIVATIVE,70581,150,OPT-NIITEC-27-Jul-2023-4500-CE,COFORGE,5.0
NIITEC,COFORGE LIMITED,NFO,NIITEC~O:27-Jul-2023:PE:450000,DERIVATIVE,70582,150,OPT-NIITEC-27-Jul-2023-4500-PE,COFORGE,5.0
NIITEC,COFORGE LIMITED,NFO,NIITEC~O:27-Jul-2023:PE:455000,DERIVATIVE,70588,150,OPT-NIITEC-27-Jul-2023-4550-PE,COFORGE,5.0
NIITEC,COFORGE LIMITED,NFO,NIITEC~O:27-Jul-2023:CE:460000,DERIVATIVE,70592,150,OPT-NIITEC-27-Jul-2023-4600-CE,COFORGE,5.0
NIITEC,COFORGE LIMITED,NFO,NIITEC~O:27-Jul-2023:PE:460000,DERIVATIVE,70593,150,OPT-NIITEC-27-Jul-2023-4600-PE,COFORGE,5.0
NIITEC,COFORGE LIMITED,NFO,NIITEC~O:27-Jul-2023:CE:465000,DERIVATIVE,70594,150,OPT-NIITEC-27-Jul-2023-4650-CE,COFORGE,5.0
NIITEC,COFORGE LIMITED,NFO,NIITEC~O:27-Jul-2023:PE:465000,DERIVATIVE,70602,150,OPT-NIITEC-27-Jul-2023-4650-PE,COFORGE,5.0
NIITEC,COFORGE LIMITED,NFO,NIITEC~O:27-Jul-2023:CE:470000,DERIVATIVE,70603,150,OPT-NIITEC-27-Jul-2023-4700-CE,COFORGE,5.0
NIITEC,COFORGE LIMITED,NFO,NIITEC~O:27-Jul-2023:PE:470000,DERIVATIVE,70621,150,OPT-NIITEC-27-Jul-2023-4700-PE,COFORGE,5.0
NIITEC,COFORGE LIMITED,NFO,NIITEC~O:27-Jul-2023:CE:475000,DERIVATIVE,70622,150,OPT-NIITEC-27-Jul-2023-4750-CE,COFORGE,5.0
NIITEC,COFORGE LIMITED,NFO,NIITEC~O:27-Jul-2023:PE:475000,DERIVATIVE,70623,150,OPT-NIITEC-27-Jul-2023-4750-PE,COFORGE,5.0
NIITEC,COFORGE LIMITED,NFO,NIITEC~O:27-Jul-2023:CE:480000,DERIVATIVE,70624,150,OPT-NIITEC-27-Jul-2023-4800-CE,COFORGE,5.0
NIITEC,COFORGE LIMITED,NFO,NIITEC~O:27-Jul-2023:PE:480000,DERIVATIVE,70625,150,OPT-NIITEC-27-Jul-2023-4800-PE,COFORGE,5.0
NIITEC,COFORGE LIMITED,NFO,NIITEC~O:27-Jul-2023:CE:485000,DERIVATIVE,70626,150,OPT-NIITEC-27-Jul-2023-4850-CE,COFORGE,5.0
NIITEC,COFORGE LIMITED,NFO,NIITEC~O:27-Jul-2023:CE:490000,DERIVATIVE,70628,150,OPT-NIITEC-27-Jul-2023-4900-CE,COFORGE,5.0
NIITEC,COFORGE LIMITED,NFO,NIITEC~O:27-Jul-2023:PE:490000,DERIVATIVE,70639,150,OPT-NIITEC-27-Jul-2023-4900-PE,COFORGE,5.0
NIITEC,COFORGE LIMITED,NFO,NIITEC~O:27-Jul-2023:CE:495000,DERIVATIVE,70640,150,OPT-NIITEC-27-Jul-2023-4950-CE,COFORGE,5.0
NIITEC,COFORGE LIMITED,NFO,NIITEC~O:27-Jul-2023:CE:500000,DERIVATIVE,70663,150,OPT-NIITEC-27-Jul-2023-5000-CE,COFORGE,5.0
NIITEC,COFORGE LIMITED,NFO,NIITEC~O:27-Jul-2023:PE:500000,DERIVATIVE,70664,150,OPT-NIITEC-27-Jul-2023-5000-PE,COFORGE,5.0
NIITEC,COFORGE LIMITED,NFO,NIITEC~O:27-Jul-2023:CE:510000,DERIVATIVE,70667,150,OPT-NIITEC-27-Jul-2023-5100-CE,COFORGE,5.0
NIITEC,COFORGE LIMITED,NFO,NIITEC~O:27-Jul-2023:CE:520000,DERIVATIVE,70674,150,OPT-NIITEC-27-Jul-2023-5200-CE,COFORGE,5.0
NIITEC,COFORGE LIMITED,NFO,NIITEC~O:27-Jul-2023:CE:540000,DERIVATIVE,70682,150,OPT-NIITEC-27-Jul-2023-5400-CE,COFORGE,5.0
NTPC,NTPC LIMITED,NFO,NTPC~O:27-Jul-2023:PE:15000,DERIVATIVE,127380,3000,OPT-NTPC-27-Jul-2023-150-PE,NTPC,5.0
NTPC,NTPC LIMITED,NFO,NTPC~O:27-Jul-2023:PE:15500,DERIVATIVE,127384,3000,OPT-NTPC-27-Jul-2023-155-PE,NTPC,5.0
NTPC,NTPC LIMITED,NFO,NTPC~O:27-Jul-2023:PE:16000,DERIVATIVE,127388,3000,OPT-NTPC-27-Jul-2023-160-PE,NTPC,5.0
NTPC,NTPC LIMITED,NFO,NTPC~O:27-Jul-2023:PE:16500,DERIVATIVE,127392,3000,OPT-NTPC-27-Jul-2023-165-PE,NTPC,5.0
NTPC,NTPC LIMITED,NFO,NTPC~O:27-Jul-2023:PE:16750,DERIVATIVE,127394,3000,OPT-NTPC-27-Jul-2023-167.5-PE,NTPC,5.0
NTPC,NTPC LIMITED,NFO,NTPC~O:27-Jul-2023:PE:17000,DERIVATIVE,127396,3000,OPT-NTPC-27-Jul-2023-170-PE,NTPC,5.0
NTPC,NTPC LIMITED,NFO,NTPC~O:27-Jul-2023:PE:17100,DERIVATIVE,163881,3000,OPT-NTPC-27-Jul-2023-171-PE,NTPC,5.0
NTPC,NTPC LIMITED,NFO,NTPC~O:27-Jul-2023:PE:17200,DERIVATIVE,163883,3000,OPT-NTPC-27-Jul-2023-172-PE,NTPC,5.0
NTPC,NTPC LIMITED,NFO,NTPC~O:27-Jul-2023:PE:17250,DERIVATIVE,127398,3000,OPT-NTPC-27-Jul-2023-172.5-PE,NTPC,5.0
NTPC,NTPC LIMITED,NFO,NTPC~O:27-Jul-2023:PE:17300,DERIVATIVE,163885,3000,OPT-NTPC-27-Jul-2023-173-PE,NTPC,5.0
NTPC,NTPC LIMITED,NFO,NTPC~O:27-Jul-2023:PE:17400,DERIVATIVE,163887,3000,OPT-NTPC-27-Jul-2023-174-PE,NTPC,5.0
NTPC,NTPC LIMITED,NFO,NTPC~O:27-Jul-2023:CE:17500,DERIVATIVE,127399,3000,OPT-NTPC-27-Jul-2023-175-CE,NTPC,5.0
NTPC,NTPC LIMITED,NFO,NTPC~O:27-Jul-2023:PE:17500,DERIVATIVE,127400,3000,OPT-NTPC-27-Jul-2023-175-PE,NTPC,5.0
NTPC,NTPC LIMITED,NFO,NTPC~O:27-Jul-2023:PE:17700,DERIVATIVE,163891,3000,OPT-NTPC-27-Jul-2023-177-PE,NTPC,5.0
NTPC,NTPC LIMITED,NFO,NTPC~O:27-Jul-2023:PE:17750,DERIVATIVE,127402,3000,OPT-NTPC-27-Jul-2023-177.5-PE,NTPC,5.0
NTPC,NTPC LIMITED,NFO,NTPC~O:27-Jul-2023:PE:17800,DERIVATIVE,163893,3000,OPT-NTPC-27-Jul-2023-178-PE,NTPC,5.0
NTPC,NTPC LIMITED,NFO,NTPC~O:27-Jul-2023:PE:17900,DERIVATIVE,163895,3000,OPT-NTPC-27-Jul-2023-179-PE,NTPC,5.0
NTPC,NTPC LIMITED,NFO,NTPC~O:27-Jul-2023:CE:18000,DERIVATIVE,127403,3000,OPT-NTPC-27-Jul-2023-180-CE,NTPC,5.0
NTPC,NTPC LIMITED,NFO,NTPC~O:27-Jul-2023:PE:18000,DERIVATIVE,127404,3000,OPT-NTPC-27-Jul-2023-180-PE,NTPC,5.0
NTPC,NTPC LIMITED,NFO,NTPC~O:27-Jul-2023:PE:18100,DERIVATIVE,163897,3000,OPT-NTPC-27-Jul-2023-181-PE,NTPC,5.0
NTPC,NTPC LIMITED,NFO,NTPC~O:27-Jul-2023:PE:18200,DERIVATIVE,163899,3000,OPT-NTPC-27-Jul-2023-182-PE,NTPC,5.0
NTPC,NTPC LIMITED,NFO,NTPC~O:27-Jul-2023:CE:18250,DERIVATIVE,127405,3000,OPT-NTPC-27-Jul-2023-182.5-CE,NTPC,5.0
NTPC,NTPC LIMITED,NFO,NTPC~O:27-Jul-2023:PE:18250,DERIVATIVE,127406,3000,OPT-NTPC-27-Jul-2023-182.5-PE,NTPC,5.0
NTPC,NTPC LIMITED,NFO,NTPC~O:27-Jul-2023:CE:18300,DERIVATIVE,163900,3000,OPT-NTPC-27-Jul-2023-183-CE,NTPC,5.0
NTPC,NTPC LIMITED,NFO,NTPC~O:27-Jul-2023:PE:18300,DERIVATIVE,163901,3000,OPT-NTPC-27-Jul-2023-183-PE,NTPC,5.0
