SC,SN,EC,SM,SG,TK,LS,CD,NS,TS
ACCTRA,ACCURATE TRANSFORMERS LTD,BSE,ACCTRA,EQUITY,530513,1,ACCTRA,ACCURATE,25.55
ACEINT,ACE EDUTREND LIMITED,BSE,ACEINT,EQUITY,530093,1,ACEINT,ACEINDI,2.68
ACEMEN,ACE MEN ENGG WORKS LIMITED,BSE,ACEMEN,EQUITY,539661,1,ACEMEN,ACEMEN,67.36
ACESOF,ACE SOFTWARE EXPORTS LTD,BSE,ACESOF,EQUITY,531525,1,ACESOF,ACESOFT,21.21
ACETOU,ACE TOURS WORLDWIDE LIMITED,BSE,ACETOU,EQUITY,536492,1,ACETOU,ATWL,2.18
ACHHEA,ACHYUT HEALTHCARE LIMITED,BSE,ACHHEA,EQUITY,543499,1,ACHHEA,ACHYUT,48.4
ACHINV,ACHAL INVESTMENTS LIMITED,BSE,ACHINV,EQUITY,538570,1,ACHINV,ACHAL,0.29
ACIINF,ACI INFOCOM LIMITED,BSE,ACIINF,EQUITY,517356,1,ACIINF,ACIIN,0.91
ACKKNI,ACKNIT INDUSTRIES LIMITED,BSE,ACKKNI,EQUITY,530043,1,ACKKNI,ACKNIT,200.85
ACMRES,ACME RESOURCES LIMITED,BSE,ACMRES,EQUITY,539391,1,ACMRES,ACME,31.08
ACRIN,CARYSIL LIMITED,BSE,ACRIN,EQUITY,524091,1,ACRIN,CARYSIL,849.1
ACRIN,CARYSIL LIMITED,NSE,ACRIN,EQUITY,1879,1,ACRIN,CARYSIL,0.01
ACRIND,ACROW (INDIA) LTD,BSE,ACRIND,EQUITY,513149,1,ACRIND,ACROW,916.65
ACRTEC,ACROPETAL TECHNOLOGIES LIMITED,BSE,ACRTEC,EQUITY,533330,1,ACRTEC,ACROPETAL,1.67
ACRTEC,ACROPETAL TECHNOLOGIES LIMITED,NSE,ACRTEC,EQUITY,18417,1,ACRTEC,ACROPETAL,0.01
ACTCLO,ACTIVE CLOTHING CO LTD,BSE,ACTCLO,EQUITY,541144,1,ACTCLO,ACTIVE,46.72
ACTCON,ACTION CONSTRUCTION EQUIPMENTS,BSE,ACTCON,EQUITY,532762,1,ACTCON,ACE,592.85
ACTCON,ACTION CONSTRUCTION EQUIPMENTS,NSE,ACTCON,EQUITY,13587,1,ACTCON,ACE,0.01
ACTFIN,ACTION FINANCIAL SERVICES (IND,BSE,ACTFIN,EQUITY,511706,1,ACTFIN,ACTIONFI,3.25
ADACHE,ADARSH CHEMICALS & FERT.,BSE,ADACHE,EQUITY,506225,1,ADACHE,,5.25
ADACOM,ADAM COMSOF,BSE,ADACOM,EQUITY,526177,1,ADACOM,ADAMCO,3.43
ADAENT,ADANI ENTERPRISES LIMITED,BSE,ADAENT,EQUITY,512599,1,ADAENT,ADANIENT,2622.45
ADAENT,ADANI ENTERPRISES LIMITED,NSE,ADAENT,EQUITY,25,1,ADAENT,ADANIENT,0.01
ADAGAS,ADANI TOTAL GAS LIMITED,BSE,ADAGAS,EQUITY,542066,1,ADAGAS,ATGL,690.55
ADAGAS,ADANI TOTAL GAS LIMITED,NSE,ADAGAS,EQUITY,6066,1,ADAGAS,ATGL,0.01
ADAGRE,ADANI GREEN ENERGY LTD,BSE,ADAGRE,EQUITY,541450,1,ADAGRE,ADANIGREEN,1036.05
ADAGRE,ADANI GREEN ENERGY LTD,NSE,ADAGRE,EQUITY,3563,1,ADAGRE,ADANIGREEN,0.01
ADAMER,ADARSH MERCANTILE LIMITED,BSE,ADAMER,EQUITY,538563,1,ADAMER,ADARSH,6.31
ADAND1,0% Adani Enterprises Apr 22,BSE,ADAND1,EQUITY,960124,1,ADAND1,AEL081020,1354663.0
ADAOFS,ADANI POWER OFS,BSE,ADAOFS,EQUITY,51005,1,ADAOFS,ADANIPOWER,0.0
ADAPLA,ADARSH PLANT PROJECT LTD,BSE,ADAPLA,EQUITY,526711,1,ADAPLA,ADARSHPL,20.0
ADAPOR,ADANI PORT AND SPECIAL ECONO,BSE,ADAPOR,EQUITY,532921,1,ADAPOR,ADANIPORTS,810.45
ADAPOR,ADANI PORT AND SPECIAL ECONO,NSE,ADAPOR,EQUITY,15083,1,ADAPOR,ADANIPORTS,0.01
ADAPOW,ADANI POWER LIMITED,BSE,ADAPOW,EQUITY,533096,1,ADAPOW,ADANIPOWER,298.05
ADAPOW,ADANI POWER LIMITED,NSE,ADAPOW,EQUITY,17388,1,ADAPOW,ADANIPOWER,0.01
ADATRA,ADANI TRANSMISSION LIMITED,BSE,ADATRA,EQUITY,539254,1,ADATRA,ADANITRANS,850.2
ADATRA,ADANI TRANSMISSION LIMITED,NSE,ADATRA,EQUITY,10217,1,ADATRA,ADANITRANS,0.01
ADAWIL,ADANI WILMAR LIMITED FORTUNE,BSE,ADAWIL,EQUITY,543458,1,ADAWIL,AWL,446.9
ADAWIL,ADANI WILMAR LIMITED FORTUNE,NSE,ADAWIL,EQUITY,8110,1,ADAWIL,AWL,0.01
ADCCAP,ADCON CAPITAL SERVIC,BSE,ADCCAP,EQUITY,539506,1,ADCCAP,ADCON,1.72
ADCIND,ADC INDIA COMMUNICATIONS LIMIT,BSE,ADCIND,EQUITY,523411,1,ADCIND,ADCINDIA,851.9
ADCIND,ADC INDIA COMMUNICATIONS LIMIT,NSE,ADCIND,EQUITY,1946,1,ADCIND,KRONECOMM,0.01
ADCINF,CEINSYS TECH LIMITED,BSE,ADCINF,EQUITY,538734,1,ADCINF,CEINSYSTECH,218.95
ADCOFS,CEINSYS TECH LIMITED OFS,BSE,ADCOFS,EQUITY,51160,1,ADCOFS,CEINSYSTECH,0.0
ADCPP1,ADCON CAPITAL SER PP RS 1,BSE,ADCPP1,EQUITY,890179,1,ADCPP1,ADCONPP,1.33
ADCRE1,ADCON CAPITAL SER RIGHTS ISSUE,BSE,ADCRE1,EQUITY,750744,1,ADCRE1,ADCON-RE,0.16
ADDIND,ADDI INDUSTRIES LTD,BSE,ADDIND,EQUITY,507852,1,ADDIND,ADDIND,39.48
ADDLIF,ADD-LIFE PHARMA,BSE,ADDLIF,EQUITY,524665,1,ADDLIF,ADDLP,0.48
ADDPRO,ADD SHOP E RETAIL LIMITED,BSE,ADDPRO,EQUITY,541865,1,ADDPRO,ASRL,43.71
ADDRE1,ADD SHOP RETAIL LTD RIGHTS ENT,BSE,ADDRE1,EQUITY,750726,1,ADDRE1,ASRL-RE,8.88
ADECOT,ACIL COTTON INDUSTRIES LIMITED,BSE,ADECOT,EQUITY,530901,1,ADECOT,ACIL,0.18
ADEMED,ADESHWAR MEDITEX LIMITED,BSE,ADEMED,EQUITY,543309,1,ADEMED,ADESHWAR,32.22
ADEOF1,ADANI ENTERPRISES LIMITED OFS,BSE,ADEOF1,EQUITY,51013,1,ADEOF1,ADANI,0.0
ADEOFS,ADANI ENTERPRISES LIMITED OFS,BSE,ADEOFS,EQUITY,51011,1,ADEOFS,ADANIENTE,0.0
ADFFOO,ADF FOODS LIMITED,BSE,ADFFOO,EQUITY,519183,1,ADFFOO,ADFFOODS,1343.4
ADFFOO,ADF FOODS LIMITED,NSE,ADFFOO,EQUITY,19761,1,ADFFOO,ADFFOODS,0.01
ADGOFS,ADANI GREEN ENERGY LIMITED OFS,BSE,ADGOFS,EQUITY,51139,1,ADGOFS,ADANIGREEN,0.0
ADHCAP,ADHARSHILA CAP SERVICES LTD,BSE,ADHCAP,EQUITY,539493,1,ADHCAP,ADHARSHILA,13.12
ADHIND,INCREDIBLE INDUSTRIES LTD,BSE,ADHIND,EQUITY,538365,1,ADHIND,INCREDIBLE,26.73
ADHIND,INCREDIBLE INDUSTRIES LTD,NSE,ADHIND,EQUITY,17507,1,ADHIND,INCREDIBLE,0.01
ADHINF,ADHBHUT INFRASTRUCTURE LIMITED,BSE,ADHINF,EQUITY,539189,1,ADHINF,ADHBHUTIN,346.5
ADHMET,ADHUNIK METALIKS LTD,BSE,ADHMET,EQUITY,532727,1,ADHMET,ADHUNIK,0.51
ADHSYN,ADHUNIK SYNTHETICS,BSE,ADHSYN,EQUITY,514055,1,ADHSYN,,1.05
ADHYAR,ADHUNIK YARNS,BSE,ADHYAR,EQUITY,514452,1,ADHYAR,,0.94
ADIAI,Aditya Birla AI Index ETF,NSE,ADIAI,EQUITY,14518,1,ADIAI,ABSLLIQUID,0.01
ADIAMC,ADITYA BIRLA SUN LIFE AMC LTD,BSE,ADIAMC,EQUITY,543374,1,ADIAMC,ABSLAMC,415.3
ADIAMC,ADITYA BIRLA SUN LIFE AMC LTD,NSE,ADIAMC,EQUITY,6018,1,ADIAMC,ABSLAMC,0.01
ADIBI,ADITYA BIRLA CHEMICALS (INDIA),BSE,ADIBI,EQUITY,500057,1,ADIBI,ABCIL,270.2
ADIBI,ADITYA BIRLA CHEMICALS (INDIA),NSE,ADIBI,EQUITY,13071,1,ADIBI,ABCIL,0.01
ADIBIO,ADINATH BIO-LABS LTD,BSE,ADIBIO,EQUITY,590088,1,ADIBIO,ADINATHBI,0.31
ADIBIR,ADITYA BIRLA NUVO LIMITED,BSE,ADIBIR,EQUITY,500303,1,ADIBIR,ABIRLANUVO,2076.0
ADIBIR,ADITYA BIRLA NUVO LIMITED,NSE,ADIBIR,EQUITY,1567,1,ADIBIR,ABIRLANUVO,0.01
ADICAP,ADITYA BIRLA CAPITAL LIMITED,BSE,ADICAP,EQUITY,540691,1,ADICAP,ABCAPITAL,214.25
ADICAP,ADITYA BIRLA CAPITAL LIMITED,NSE,ADICAP,EQUITY,21614,1,ADICAP,ABCAPITAL,0.01
ADICON,ADITYA CONSUMER MARKETING LTD,BSE,ADICON,EQUITY,540146,1,ADICON,ACML,66.54
ADIEXI,ADINATH EXIM RESOURCES LTD,BSE,ADIEXI,EQUITY,532056,1,ADIEXI,ADIEXRE,18.37
ADIFAS,ADITYA BIRLA FASHION & RTL LTD,BSE,ADIFAS,EQUITY,535755,1,ADIFAS,ABFRL,233.2
ADIFAS,ADITYA BIRLA FASHION & RTL LTD,NSE,ADIFAS,EQUITY,30108,1,ADIFAS,ABFRL,0.01
ADIFIN,PRIVI SPECIALITY CHEMICALS LTD,BSE,ADIFIN,EQUITY,530117,1,ADIFIN,PRIVISCL,1288.3
ADIFIN,PRIVI SPECIALITY CHEMICALS LTD,NSE,ADIFIN,EQUITY,8825,1,ADIFIN,PRIVISCL,0.01
ADIFOR,ADITYA FORGE LTD,BSE,ADIFOR,EQUITY,522150,1,ADIFOR,ADTYFRG,3.26
ADIGEA,ARIS INTERNATIONAL LTD,BSE,ADIGEA,EQUITY,531677,1,ADIGEA,ARISINT,38.96
ADIHEA,ADITYA BIR SUN  NIF HEALTH ETF,BSE,ADIHEA,EQUITY,543473,1,ADIHEA,HEALTHY,10.82
ADIHEA,ADITYA BIR SUN  NIF HEALTH ETF,NSE,ADIHEA,EQUITY,6297,1,ADIHEA,HEALTHY,0.01
ADIINT,ADITYA INTERNATIONAL LTD,BSE,ADIINT,EQUITY,531588,1,ADIINT,,0.0
ADIINT,ADITYA INTERNATIONAL LTD,NSE,ADIINT,EQUITY,4104,1,ADIINT,ADITYAINTL,0.01
ADIISP,ADITYA ISPAT LTD,BSE,ADIISP,EQUITY,513513,1,ADIISP,ADITYA,10.42
ADILOH,ADISHAKTI LOHA AND ISPAT LTD,BSE,ADILOH,EQUITY,543377,1,ADILOH,ADISHAKTI,9.24
ADIMOM,ADITYA BIRLA NIF 200 MOM ETF,BSE,ADIMOM,EQUITY,543575,1,ADIMOM,MOMENTUM,25.64
ADIMOM,ADITYA BIRLA NIF 200 MOM ETF,NSE,ADIMOM,EQUITY,10693,1,ADIMOM,MOMENTUM,0.01
ADIMON,ADITYA BIRLA MONEY LTD,BSE,ADIMON,EQUITY,532974,1,ADIMON,BIRLAMONEY,70.82
ADIMON,ADITYA BIRLA MONEY LTD,NSE,ADIMON,EQUITY,15239,1,ADIMON,BIRLAMONEY,0.01
ADINIT,ADITYA BIRLA SUN NIFTY IT ETF,BSE,ADINIT,EQUITY,543472,1,ADINIT,TECH,36.36
ADINIT,ADITYA BIRLA SUN NIFTY IT ETF,NSE,ADINIT,EQUITY,6462,1,ADINIT,TECH,0.01
ADIPOL,ADITYA POLYMERS,BSE,ADIPOL,EQUITY,514338,1,ADIPOL,,6.56
ADIPP1,ADITYA BIRLA FASH EQ PP RS7.5,BSE,ADIPP1,EQUITY,890148,1,ADIPP1,ABFRLPP,224.9
ADIPP1,ADITYA BIRLA FASH EQ PP RS7.5,NSE,ADIPP1,EQUITY,2215,1,ADIPP1,ABFRLPP1,0.01
ADIQUA,ADITYA BIRLA NIF 200 QLT ETF,BSE,ADIQUA,EQUITY,543574,1,ADIQUA,NIFTYQLITY,18.9
ADIQUA,ADITYA BIRLA NIF 200 QLT ETF,NSE,ADIQUA,EQUITY,10690,1,ADIQUA,NIFTYQLITY,0.01
ADIRAS,GENPHARMASEC LIMITED,BSE,ADIRAS,EQUITY,531592,1,ADIRAS,GENPHARMA,4.16
ADIRE1,ADITYA BIRLA FASH RIGHTS ENT,BSE,ADIRE1,EQUITY,750636,1,ADIRE1,ABFRL-RE,13.44
ADIRE1,ADITYA BIRLA FASH RIGHTS ENT,NSE,ADIRE1,EQUITY,19102,1,ADIRE1,ABFRL-RE,0.01
ADISIL,ADITYA BIRLA LIFE SILVER ETF,BSE,ADISIL,EQUITY,543471,1,ADISIL,SILVER,84.82
ADISIL,ADITYA BIRLA LIFE SILVER ETF,NSE,ADISIL,EQUITY,8003,1,ADISIL,SILVER,0.01
ADISPI,ADITYA SPINNERS LTD,BSE,ADISPI,EQUITY,521141,1,ADISPI,ADITYASP,21.87
ADITEX,ADINATH TEXTILES,BSE,ADITEX,EQUITY,514113,1,ADITEX,ADINATH,25.98
ADIVIS,ADITYA VISION LIMITED,BSE,ADIVIS,EQUITY,540205,1,ADIVIS,AVL,1929.05
ADIWA1,ADITYA BIRLA FASHION RETAIL,NSE,ADIWA1,EQUITY,11498,1,ADIWA1,ABFRL,0.01
ADJTEC,ADJIA TECHNOLOGIES LIMITED,BSE,ADJTEC,EQUITY,543269,1,ADJTEC,ADJIA,31.4
ADLENT,IMAGICAAWORLD ENTERTAINMEN LTD,BSE,ADLENT,EQUITY,539056,1,ADLENT,IMAGICAA,55.75
ADLENT,IMAGICAAWORLD ENTERTAINMEN LTD,NSE,ADLENT,EQUITY,7672,1,ADLENT,IMAGICAA,0.01
ADLFIL,RELIANCE MEDIAWORKS LIMITED,BSE,ADLFIL,EQUITY,532399,1,ADLFIL,RELMEDIA,71.75
ADLFIL,RELIANCE MEDIAWORKS LIMITED,NSE,ADLFIL,EQUITY,9467,1,ADLFIL,RELMEDIA,0.01
ADMAN,AD-MANUM FINANCE LTD,BSE,ADMAN,EQUITY,511359,1,ADMAN,ADMANUM,51.27
ADOFON,ADOR FONTECH LTD,BSE,ADOFON,EQUITY,530431,1,ADOFON,ADORFO,133.35
ADOMUL,ADOR MULTIPRODUCTS LTD,BSE,ADOMUL,EQUITY,523120,1,ADOMUL,ADORMUL,56.1
ADOTEC,ADOR TECHNOPAK,BSE,ADOTEC,EQUITY,516076,1,ADOTEC,,0.0
ADOWEL,ADOR WELDING LIMITED,BSE,ADOWEL,EQUITY,517041,1,ADOWEL,ADORWELD,1449.75
ADOWEL,ADOR WELDING LIMITED,NSE,ADOWEL,EQUITY,34,1,ADOWEL,ADORWELD,0.01
ADPND1,9.35% Adani Ports & SEZ May 26,BSE,ADPND1,EQUITY,954113,1,ADPND1,935APSEZ26,1200000.0
ADSDIA,ADS DIAGNOSTICS LTD,BSE,ADSDIA,EQUITY,523031,1,ADSDIA,,10.12
ADVCOM,ADVENT COMPUTER SERVICES LTD,BSE,ADVCOM,EQUITY,531429,1,ADVCOM,ADVENT,2.96
ADVENZ,ADVANCED ENZYME TECHNO LTD,BSE,ADVENZ,EQUITY,540025,1,ADVENZ,ADVENZYMES,339.1
ADVENZ,ADVANCED ENZYME TECHNO LTD,NSE,ADVENZ,EQUITY,18039,1,ADVENZ,ADVENZYMES,0.01
ADVEXT,AXTEL INDUSTRIES LIMITED,BSE,ADVEXT,EQUITY,523850,1,ADVEXT,AXTEL,374.3
ADVHOT,ADVANI HOTELS & RESORTS (INDIA,BSE,ADVHOT,EQUITY,523269,1,ADVHOT,ADVANIHOTR,107.97
ADVHOT,ADVANI HOTELS & RESORTS (INDIA,NSE,ADVHOT,EQUITY,14745,1,ADVHOT,ADVANIHOTR,0.01
ADVIN,ADVIK CAPITAL LIMITED,BSE,ADVIN,EQUITY,539773,1,ADVIN,ADVIKCA,2.24
ADVIND,ADVANTA LIMITED,BSE,ADVIND,EQUITY,532840,1,ADVIND,ADVANTA,772.55
ADVIND,ADVANTA LIMITED,NSE,ADVIND,EQUITY,14542,1,ADVIND,ADVANTA,0.01
ADVINF,ADVAIT INFRATECH LIMITED,BSE,ADVINF,EQUITY,543230,1,ADVINF,ADVAIT,361.4
ADVLAB,ADVIK LABORATORIES LTD,BSE,ADVLAB,EQUITY,531686,1,ADVLAB,ADVIKLA,2.31
ADVMET,ADVANCE METERING TECH LTD,BSE,ADVMET,EQUITY,534612,1,ADVMET,AMTL,30.47
ADVMET,ADVANCE METERING TECH LTD,NSE,ADVMET,EQUITY,27324,1,ADVMET,AMTL,0.01
ADVMIC,ADVANCED MICRONIC DEVICES LTD,BSE,ADVMIC,EQUITY,517552,1,ADVMIC,ADVNCMIC,10.02
ADVMUL,ADVANCE MULTITECH,BSE,ADVMUL,EQUITY,526331,1,ADVMUL,,4.28
ADVOFS,ADVANCE LIFESTYLES LIMITED OFS,BSE,ADVOFS,EQUITY,51042,1,ADVOFS,ADVLIFE,0.0
ADVPET,ADVANCE PETROCHEMICA,BSE,ADVPET,EQUITY,506947,1,ADVPET,ADVPETR-B,437.85
ADVPOW,ADVANCE POWERINFRA TECH LIMITE,BSE,ADVPOW,EQUITY,531047,1,ADVPOW,ADVPOWER,1.38
ADVRE1,ADVIK CAPITAL LTD RIGHTS ENT,BSE,ADVRE1,EQUITY,750701,1,ADVRE1,ADVIKCA-RE,0.12
ADVSY,ADVANCE SYNTEX LIMITED,BSE,ADVSY,EQUITY,539982,1,ADVSY,ASYL,6.35
ADVSYN,ASM TECHNOLOGIES LTD,BSE,ADVSYN,EQUITY,526433,1,ADVSYN,ASMTEC,613.6
ADVTRA,GOYAL ALUMINIUMS LIMITED,BSE,ADVTRA,EQUITY,541152,1,ADVTRA,GOYALALUM,13.39
ADVTRA,GOYAL ALUMINIUMS LIMITED,NSE,ADVTRA,EQUITY,11789,1,ADVTRA,GOYALALUM,0.01
AECENT,AEC ENTERPRISES,BSE,AECENT,EQUITY,530211,1,AECENT,,0.36
AECIND,AEC (I) LTD.,BSE,AECIND,EQUITY,523080,1,AECIND,,2.36
AEGLOG,AEGIS LOGISTICS LTD,BSE,AEGLOG,EQUITY,500003,1,AEGLOG,AEGISLOG,392.0
AEGLOG,AEGIS LOGISTICS LTD,NSE,AEGLOG,EQUITY,40,1,AEGLOG,AEGISCHEM,0.01
AEOINV,AEONIAN INVESTMENTS CO LTD,BSE,AEOINV,EQUITY,503655,1,AEOINV,AEONIA,222.0
AESINV,AXON VENTURES LIMITED,BSE,AESINV,EQUITY,505506,1,AESINV,AXONVL,1.3
AETIND,AETHER INDUSTRIES LIMITED,BSE,AETIND,EQUITY,543534,1,AETIND,AETHER,1173.15
AETIND,AETHER INDUSTRIES LIMITED,NSE,AETIND,EQUITY,9810,1,AETIND,AETHER,0.01
AFENT,A F ENTERPRISES LIMITED,BSE,AFENT,EQUITY,538351,1,AFENT,AFEL,7.54
AFFIND,AFFLE INDIA LIMITED,BSE,AFFIND,EQUITY,542752,1,AFFIND,AFFLE,1288.4
AFFIND,AFFLE INDIA LIMITED,NSE,AFFIND,EQUITY,11343,1,AFFIND,AFFLE,0.01
AFFROB,AFFORDABLE ROBOTIC AUTOM LTD,BSE,AFFROB,EQUITY,541402,1,AFFROB,AFFORDABLE,505.4
AFL,INSPIRISYS SOLUTIONS LIMITED,BSE,AFL,EQUITY,532774,1,AFL,INSPIRISYS,79.53
AFL,INSPIRISYS SOLUTIONS LIMITED,NSE,AFL,EQUITY,13734,1,AFL,INSPIRISYS,0.01
AFLOFS,ACCEL FRONTLINE LIMITED OFS,BSE,AFLOFS,EQUITY,51091,1,AFLOFS,AFLOFS,0.0
AFRE1,A F ENTERPRISES LIMITED RE,BSE,AFRE1,EQUITY,750775,1,AFRE1,AFEL-RE,0.08
AFTIND,AFT INDUSTRIES LTD,BSE,AFTIND,EQUITY,508134,1,AFTIND,,0.0
AFTIND,AFT INDUSTRIES LTD,NSE,AFTIND,EQUITY,251,1,AFTIND,ASSAMFRONT,0.01
AFTINF,AFTEK LTD,BSE,AFTINF,EQUITY,530707,1,AFTINF,AFTEK,1.71
AFTINF,AFTEK LTD,NSE,AFTINF,EQUITY,7154,1,AFTINF,AFTEK,0.01
AGAFLO,AGARWAL FLOAT GLASS INDIA LTD,NSE,AGAFLO,EQUITY,14263,1,AGAFLO,AGARWALFT,0.01
AGAIND,AGARWAL INDUSTRIAL CORPORATION,BSE,AGAIND,EQUITY,531921,1,AGAIND,AGARIND,748.7
AGAIND,AGARWAL INDUSTRIAL CORPORATION,NSE,AGAIND,EQUITY,3389,1,AGAIND,AGARIND,0.01
AGCNET,BLACK BOX LIMITED,BSE,AGCNET,EQUITY,500463,1,AGCNET,BBOX,170.75
AGCNET,BLACK BOX LIMITED,NSE,AGCNET,EQUITY,3435,1,AGCNET,BBOX,0.01
AGIINF,AGI INFRA LIMITED,BSE,AGIINF,EQUITY,539042,1,AGIINF,AGIIL,671.8
AGIPAP,AGIO PAPER & INDUSTRIES LIMITE,BSE,AGIPAP,EQUITY,516020,1,AGIPAP,AGIOPAPER,3.84
AGNGRE,AGNI GREEN POWER LIMITED,NSE,AGNGRE,EQUITY,10491,1,AGNGRE,AGNI,0.01
AGRCOM,AGRIMONY COMMODITIES LIMITED,BSE,AGRCOM,EQUITY,537492,1,AGRCOM,AGRIMONY,6.89
AGRDUT,AGRO DUTCH INDUSTRIES LIMITED,BSE,AGRDUT,EQUITY,519281,1,AGRDUT,AGRODUTCH,1.05
AGREVO,BAYER  CROPSCIENCE INDIA LTD,BSE,AGREVO,EQUITY,530415,1,AGREVO,,0.0
AGREVO,BAYER  CROPSCIENCE INDIA LTD,NSE,AGREVO,EQUITY,5896,1,AGREVO,AGREVOIND,0.01
AGRITE,AGRI-TECH (INDIA) LIMITED,BSE,AGRITE,EQUITY,537292,1,AGRITE,AGRITECH,122.6
AGRITE,AGRI-TECH (INDIA) LIMITED,NSE,AGRITE,EQUITY,11072,1,AGRITE,AGRITECH,0.01
AGRMAR,AGRI MARINE EXPORTS,BSE,AGRMAR,EQUITY,519536,1,AGRMAR,,2.1
AGRPHO,AGRO PHOS INDIA LIMITED,NSE,AGRPHO,EQUITY,9046,1,AGRPHO,AGROPHOS,0.01
AGRTE,AGRO TECH FOODS LIMITED,BSE,AGRTE,EQUITY,500215,1,AGRTE,ATFL,1039.9
AGRTE,AGRO TECH FOODS LIMITED,NSE,AGRTE,EQUITY,1663,1,AGRTE,ATFL,0.01
AGSINF,AGS INFOTECH LIMITED,BSE,AGSINF,EQUITY,533314,1,AGSINF,AGSINFO,18.7
AGSTRA,AGS TRANSACT TECHNOLOGIES LTD,BSE,AGSTRA,EQUITY,543451,1,AGSTRA,AGSTRA,68.58
AGSTRA,AGS TRANSACT TECHNOLOGIES LTD,NSE,AGSTRA,EQUITY,7927,1,AGSTRA,AGSTRA,0.01
AGUNI,A G UNIVERSAL LIMITED,NSE,AGUNI,EQUITY,15147,1,AGUNI,AGUL,0.01
AHFND1,AADHAR HF S1 29SP21 FV1K,BSE,AHFND1,EQUITY,936312,1,AHFND1,AHFL29SEP18,1512.01
AHFND2,AADHAR HF S2 9.6  29JU21 FV1K,BSE,AHFND2,EQUITY,936314,1,AHFND2,96AHFL21,1300.8
AHFND3,9.25% Aadhar Housing Jun 23,BSE,AHFND3,EQUITY,936316,1,AHFND3,925AHFL23,1189.32
AHFND4,9.65% Aadhar Housing Jun 23,BSE,AHFND4,EQUITY,936318,1,AHFND4,965AHFL23,1266.0
AHFND5,9.35% Aadhar Housing Sep 28,BSE,AHFND5,EQUITY,936320,1,AHFND5,935AHFL28,1254.0
AHFND6,9.75% Aadhar Housing Sep 28,BSE,AHFND6,EQUITY,936322,1,AHFND6,975AHFL28,1320.0
AHIIND,AHIMSA INDUSTRIES,NSE,AHIIND,EQUITY,10769,1,AHIIND,AHIMSA,0.01
AHLCON,AHLUWALIA CONTRACTS (INDIA) LT,BSE,AHLCON,EQUITY,532811,1,AHLCON,AHLUCONT,737.15
AHLCON,AHLUWALIA CONTRACTS (INDIA) LT,NSE,AHLCON,EQUITY,17833,1,AHLCON,AHLUCONT,0.01
AHLENG,AHLADA ENGINEERS LTD,NSE,AHLENG,EQUITY,2004,1,AHLENG,AHLADA,0.01
AHLPAR,AHLCON PARENTERALS (INDIA) LTD,BSE,AHLPAR,EQUITY,524448,1,AHLPAR,AHLCONQ,618.0
AHMELE,TORRENT POWER AEC LIMITED,BSE,AHMELE,EQUITY,500004,1,AHMELE,,0.0
AHMELE,TORRENT POWER AEC LIMITED,NSE,AHMELE,EQUITY,49,1,AHMELE,TORRENTAEC,0.01
AHMSTE,AHMEDABAD STEELCRAFT LTD,BSE,AHMSTE,EQUITY,522273,1,AHMSTE,AHMDSTE,19.84
AHUWEL,AHURA WELDING ELECTR,BSE,AHUWEL,EQUITY,530749,1,AHUWEL,,47.6
AIAENG,AIA ENGINEERING LTD,BSE,AIAENG,EQUITY,532683,1,AIAENG,AIAENG,3791.0
AIAENG,AIA ENGINEERING LTD,NSE,AIAENG,EQUITY,13086,1,AIAENG,AIAENG,0.01
AIMPES,AIMCO PESTICIDES LTD.,BSE,AIMPES,EQUITY,524288,1,AIMPES,AIMCOPEST,142.55
AIMPES,AIMCO PESTICIDES LTD.,NSE,AIMPES,EQUITY,55,1,AIMPES,AIMCOPEST,0.01
AINF,A INFRASTRUCTURE LIMITED,BSE,AINF,EQUITY,539620,1,AINF,AINFRA,24.13
AIRLAM,AIRO LAM LIMITED,NSE,AIRLAM,EQUITY,6068,1,AIRLAM,AIROLAM,0.01
AIRLTD,AIRAN LTD,BSE,AIRLTD,EQUITY,543811,1,AIRLTD,AIRAN,20.85
AIRLTD,AIRAN LTD,NSE,AIRLTD,EQUITY,9897,1,AIRLTD,AIRAN,0.01
AISTEL,AISHWARYA TECH AND TELECOM LTD,BSE,AISTEL,EQUITY,532975,1,AISTEL,AISHWARYA,5.98
AJAPHA,AJANTA PHARMA LTD,BSE,AJAPHA,EQUITY,532331,1,AJAPHA,AJANTPHARM,1766.7
AJAPHA,AJANTA PHARMA LTD,NSE,AJAPHA,EQUITY,8124,1,AJAPHA,AJANTPHARM,0.01
AJASOY,AJANTA SOYA LIMITED,BSE,AJASOY,EQUITY,519216,1,AJASOY,AJANTSOY,34.96
AJBROT,A.J.BROTHERS,BSE,AJBROT,EQUITY,511662,1,AJBROT,AJBRO,2.36
AJCCAP,AJCON GLOBAL SERVICES LTD.,BSE,AJCCAP,EQUITY,511692,1,AJCCAP,AJCON,35.7
AJELIM,AJEL LIMITED,BSE,AJELIM,EQUITY,530713,1,AJELIM,AJEL,9.45
AJMREA,AJMERA REALTY & INFRA INDIA LI,BSE,AJMREA,EQUITY,513349,1,AJMREA,AJMERA,447.05
AJMREA,AJMERA REALTY & INFRA INDIA LI,NSE,AJMREA,EQUITY,17307,1,AJMREA,AJMERA,0.01
AJOBIO,AJOONI BIOTECH LIMITED,NSE,AJOBIO,EQUITY,3409,1,AJOBIO,AJOONI,0.01
